,GSM1519728_Ji-Batch3-1_PrimeView_.CEL.gz,GSM1519729_Ji-Batch3-10_PrimeView_.CEL.gz,GSM1519730_Ji-Batch3-11_PrimeView_.CEL.gz,GSM1519731_Ji-Batch3-12_PrimeView_.CEL.gz,GSM1519732_Ji-Batch3-13_PrimeView_.CEL.gz
OR1Q1,5.698124418,5.614870171,5.759266012,5.83814973,5.818836584
TMEM127,7.414355711,7.465735215,7.215224268,7.489770861,7.148721971
FLT3,7.26970247,6.81553413,7.724071709,6.751715559,6.876110083
LRFN2,4.7670158,4.661939679,4.735601504,4.780539839,5.034071088
MIB2,7.256905749,7.127682856,7.067423886,6.978143684,6.983288256
C11orf2,9.519834113,9.235657105,9.156911913,9.234004565,9.53145815
C11orf1,7.201553905,7.096932339,7.198787077,7.18107836,7.284448165
TARS2,6.708899101,6.607092194,6.462221287,6.404210446,6.529386433
DPYSL2,6.02029933,7.536798983,5.607766461,7.72610684,7.446896591
DPYSL3,4.278566983,4.367602805,4.443616077,4.311169962,4.254687739
PODN,5.86975153,5.802032276,5.842836677,5.822685573,5.825240728
C11orf9,5.916134687,5.876553338,5.735779565,6.06947965,6.032057738
KRTAP10-12,8.252031961,8.413307034,8.298361992,8.617936125,8.575552472
KRTAP10-11,9.833776838,9.739307006,9.59936861,9.975572834,10.56705503
KRTAP10-10,7.922027755,7.832655416,7.701635477,8.159711092,8.376555513
IGFBP2,4.530973001,5.446547595,4.769030892,5.120864417,4.800618358
IGFBP3,4.716080833,4.934331682,5.208786322,4.923811009,4.749635367
IGFBP1,3.82919648,3.833954619,3.834766039,3.940143036,4.673243006
IGFBP6,5.123948964,5.16377562,4.746436485,5.219223315,4.835932709
IGFBP7,5.236839108,5.226155122,5.59739126,5.368839275,5.133799147
IGFBP4,5.257452337,5.20064268,5.158479542,5.277029538,5.177128253
IGFBP5,4.80314605,4.89063382,4.843076748,5.098581908,5.109098979
SKP2,4.353737132,4.449678771,4.354324722,4.229317852,4.303040325
CYP2R1,6.967543105,6.771876835,7.036292479,6.97546082,6.779016992
CKLF,8.781276333,8.716975422,8.435868027,8.527726567,8.192117179
HNRNPA1L2,4.523526733,4.33106078,4.671587479,3.960020446,4.146334394
C15orf26,5.214713156,5.321270809,5.514597595,5.62059319,5.922548074
GJA1,4.844729106,5.013224449,5.044526711,4.843513205,4.810478515
C15orf24,10.36156355,10.21289825,10.48467127,10.20671754,10.06566048
GJA3,5.509773528,5.210699098,5.241139321,5.266844696,5.190103429
GJA4,4.973850713,4.726514011,5.001496679,4.852178867,4.872131294
GJA5,4.637227787,4.467828108,4.459769078,4.613444579,4.424253159
RUNX3,8.352713513,8.758460159,7.572711389,8.939304995,7.454345491
GJA8,5.725134139,5.49111379,5.526804926,5.549576019,5.29849043
CYP8B1,4.898404853,4.891448429,4.930668857,5.205208063,5.14988899
PMS2P5,7.039338407,7.026759189,6.983533987,6.946678528,6.856414078
C15orf29,8.434446533,8.378463097,8.600856421,8.820541177,8.464599846
VIPAR,7.90502103,7.747384665,7.752245965,7.666510855,7.587530913
OR4D1,5.278384245,5.131137085,5.021127991,5.280927491,5.267608872
KDM3B,9.532724722,9.60067686,9.530211882,9.254166452,9.35351591
ZNF117,4.365795686,4.422642666,5.681273049,5.696745558,4.882693067
ZNF114,4.560614731,4.66222409,4.399062949,4.478280448,4.502274453
KDM3A,8.008679085,8.004990735,8.42250564,8.082553278,7.779832529
LOC401387,4.009228748,3.942346174,3.81812593,3.842532935,3.749082581
SEZ6L,7.060004047,6.946154634,6.800253709,7.100970394,7.096110533
NIF3L1,7.783350931,7.783615655,7.647407921,7.778767409,7.731116018
TMC4,6.722316388,6.878182911,6.411700926,6.178508476,6.659553507
MYO3A,6.705517993,6.620406723,6.660145471,6.767662402,6.777353965
TMC6,7.578857999,7.367322242,7.471400008,7.497585591,7.544678288
KIAA1958,6.387099712,6.349179022,6.270314039,6.359006192,6.171595445
APIP,7.346208701,7.546665319,7.44942892,7.264896126,7.320614483
TMC1,4.170620354,3.96071059,4.127953196,3.917557916,4.129753883
GPR15,6.244965987,6.112446843,6.057088457,6.109302174,6.273451768
TMC3,7.106920082,6.924728786,7.01226426,7.08010177,7.152179545
PROP1,5.656806002,5.35106165,5.522017428,5.209001548,5.286955317
EIF2B4,8.788749072,8.72767149,8.85020416,8.552434943,8.75746644
NFATC2IP,6.672553348,6.632570394,6.620406723,6.781175612,6.702478085
EIF2B2,8.511577798,8.619455466,8.48052129,8.54293217,8.665328496
EIF2B3,8.063367119,7.608054106,7.626851589,7.544974476,7.614385358
EIF2B1,7.83838035,7.957180818,7.940781969,7.704831279,8.078135317
PRKAR2A,6.158615325,6.063413726,6.923959275,6.620122684,6.679902329
PRKAR2B,7.105202113,7.161233278,8.312245955,7.533348127,8.359406094
MAGT1,7.042338969,6.957585988,7.028868996,6.802924441,6.891985071
SLC4A9,5.96032914,6.179801281,5.781106679,6.107492869,6.048206929
C20orf54,7.373938077,7.250902048,7.021275244,7.411461099,7.456709452
TXNIP,4.781462783,4.747664701,4.738740474,5.147283101,6.487054316
SLC36A4,8.025049519,8.389416644,8.455446124,8.180095385,8.948786054
S1PR4,9.268228549,9.016344297,8.963178162,8.977854943,8.804673614
MLF1,4.500658811,4.410050678,4.424745392,4.397887663,4.357079619
QPRT,6.777736856,7.002296262,6.795588465,7.13435943,6.856706916
IFT140,4.736221702,4.676259336,4.691863309,4.646094785,4.681114373
RSPH9,5.967467699,6.012436815,6.304988332,5.904795565,5.89975718
TMEM14C,9.248481064,9.507502882,9.488705805,8.955470986,9.192293744
TMEM14B,4.361807734,4.295563983,4.298634823,3.96332401,4.190223197
LOC100287428,6.148531626,6.457535263,6.146782794,5.477867274,6.430559854
FANCF,7.343857217,7.571195583,7.739135426,7.585827543,7.744196398
MECOM,4.627310587,4.431577958,4.417044485,4.786860413,4.558795034
ITGA2B,6.432365665,6.472689674,6.135952085,6.166836874,6.530862751
RSPH1,5.565614352,5.547121364,5.346577703,5.811801646,5.673244094
FANCE,6.166553065,6.184734754,6.132610955,6.009699767,5.817197378
ZNF396,4.645645935,4.947557563,4.210339097,4.530748852,4.335185266
C9orf128,4.568322335,4.630653044,4.468670842,4.719033207,4.626881362
C9orf129,5.934608555,5.954479285,5.714958212,5.901384375,5.924624216
MYT1L,4.848837957,4.842624062,4.870989496,4.887442282,4.853870804
C9orf125,5.832967249,5.796784515,5.715745639,5.698124418,5.528610603
C9orf123,8.230421666,6.611757211,6.719798701,6.514794072,6.880886159
KIAA1267,5.681273049,11.0395284,10.72460647,5.697672248,10.50061096
FANCB,6.113991651,5.599626209,5.4792103,5.693137067,5.502829652
CLIC6,4.423542545,4.13868504,3.979543999,4.223023987,4.36836949
PHACTR4,8.247546677,8.116890401,8.165321442,8.061656829,8.054279814
CLIC4,6.241255175,6.497041533,6.405220218,6.370401333,6.347127064
CLIC5,5.780386401,5.311974115,5.792201469,5.733832038,5.479454999
NLGN2,7.244129492,6.897921854,7.075694562,7.225276331,7.230168322
CLIC3,8.811424825,7.609058078,8.34850249,8.518364718,8.147477218
PHACTR3,4.752880875,4.764278636,4.73888559,4.591384835,4.570284107
CLIC1,4.881629811,4.673243006,5.187272031,6.543019288,9.07416125
LRFN5,3.812059213,4.266445132,4.22666767,4.071936692,3.972325203
CXorf1,5.47326801,5.564313059,5.367732862,5.463145408,5.27781265
KIAA0020,8.004990735,7.563201872,7.559642677,7.47414411,7.537429601
C4orf7,4.477432096,4.375555797,4.056385839,4.249390772,4.253778467
RIT2,3.816442086,3.936122016,3.901782804,4.805212986,3.843063365
TMEM147,9.779053937,9.705491055,9.718264123,9.543545257,9.625052531
HNRNPAB,11.26578795,10.83006301,10.8955663,10.62560041,10.95247523
ASGR2,8.017535473,8.239830095,7.798937153,7.336678354,8.00463123
CASP5,7.291726564,6.756648917,6.850161587,6.086603632,5.380469557
TMEM143,5.330181864,5.276398941,5.393163359,5.072018382,5.011701631
ITGA6,7.618754503,7.034650454,7.260742906,7.823672065,7.279656255
TMEM141,7.646117301,7.795568896,7.56296649,7.606802182,7.607426698
FOXL1,5.706350576,5.536503609,5.705340344,5.641701712,5.728741668
BPNT1,5.78596741,5.928708404,5.980809668,5.858494303,5.529642919
LOC100134259,5.143297689,4.507397278,5.026922588,4.762658928,4.886439281
TMEM149,10.18726811,10.23377261,9.521389061,9.560904405,10.08641905
TMEM148,4.187235354,3.996959557,4.032452635,3.949225534,4.104180768
C7orf72,5.567639994,5.307988111,5.534672453,5.477362089,5.228162921
API5,6.670075434,6.707935031,6.721701928,6.647028676,6.607529467
RTKN2,4.12764577,4.273394378,4.04613325,4.075453098,3.966359782
LOC440337,5.661841679,5.534177527,5.429564449,5.314137802,5.377058317
RNF180,4.021921778,4.148016029,4.195715638,4.185039417,4.113086622
SECISBP2L,7.280558044,7.461397108,7.842676556,7.626450925,7.764399784
LOC100128816,8.276871766,8.186518328,8.013744838,8.33491685,8.108688128
HAS2,4.043253819,3.986637611,4.04613325,3.835159833,4.026582872
KIAA1199,5.333246829,5.504599171,5.485884239,5.560783016,5.462745227
HLA-DPA1,5.199227726,5.13792576,5.13792576,8.808455971,9.432215032
PKD1P1,6.559151108,6.483850733,6.522187616,6.559679871,6.725902598
FAM32A,10.10111776,10.2172805,10.12877911,10.19307169,10.01349775
HAS3,5.355067087,5.138312518,5.179307561,5.165428242,5.257452337
C10orf53,5.461140073,5.519185333,5.184494312,5.48160077,5.519886397
KIAA1191,9.6883485,9.468488604,9.420132651,9.301502602,9.67796323
METTL1,7.396936831,7.277695998,7.293481633,7.524189199,7.674109059
FER1L6,6.660910378,6.664970158,6.596445356,7.020429514,6.888814285
FER1L4,4.864432456,4.945949453,4.823013034,4.917477998,4.953238093
FER1L5,4.122136816,4.155067634,3.925106996,3.974035745,4.100023986
CD99,10.77075612,9.188650124,10.65967919,10.59532438,10.33512786
C19orf22,8.868671845,8.170268641,8.735744947,8.797920052,11.97701354
ZMAT3,7.214446411,7.211417961,7.35030054,7.109164402,7.098677621
C19orf21,6.328832346,6.440628578,6.122076915,6.418259266,6.456338312
ZMAT5,7.593946652,7.474406492,7.252114754,7.212591885,7.286436765
ZMAT4,5.751874431,5.789007523,5.978515202,6.124631797,6.203569086
C19orf24,8.783400162,8.277399359,8.570490046,8.415707063,8.729693001
C19orf25,7.663779842,7.532009303,7.491907322,7.654667396,7.636535394
MYBL1,9.938140948,8.738143162,9.966941181,9.516097515,8.840040637
SMOC2,4.763164381,4.845752562,4.784950627,4.8411727,4.738315221
C19orf28,7.232363673,7.294020162,7.184281331,7.030675507,7.204910821
C19orf29,6.58955688,6.500185065,6.547998162,6.385047257,6.432627313
ITGB1BP1,8.066138583,7.356384189,8.133122996,8.085039415,7.704831279
LOC100287931,5.321891241,5.17157237,5.364878674,5.298747311,5.384238443
MUC20,4.888465424,4.777601051,4.960986736,4.966199371,5.024957646
ITGB1BP2,4.648831204,4.629038985,4.564200085,4.729011494,4.704880321
ZNF7,7.616922168,8.063779436,7.818729683,7.687555147,7.593321927
LOC57399,3.919674105,3.755810165,3.930145582,4.758753651,5.332922335
ZNF2,5.869968631,5.839762251,6.304733136,6.07626456,5.939843152
ZNF3,6.657367616,6.531150868,6.743239095,6.593330236,6.567541556
TIPIN,4.688940814,4.924599546,4.560614731,4.804814464,4.743603226
UFSP1,6.26113566,6.632209182,6.499980163,6.574100588,6.677918727
ZNF8,6.522187616,6.604281224,6.172759063,6.174570606,6.209162012
PCP4L1,4.446173639,4.399062949,4.239222055,4.244112415,4.281271537
C11orf17,5.539107332,5.72920361,5.606074754,5.536013219,5.656806002
C11orf16,4.188308838,4.263548122,4.323714525,3.980468561,4.062404597
ZAP70,8.050643387,7.63036233,7.660742129,7.698260379,7.645472133
C11orf10,8.537819315,8.447416545,8.490938698,8.371777768,8.328290045
PHLDA2,5.745031677,6.145737606,5.742179735,5.79701367,6.187284206
OGFR,7.910785484,7.939675834,7.915565628,8.072210195,7.903920464
CDC5L,8.621643439,8.53586695,8.65672414,8.628339405,8.65672414
RAC2,4.695752275,4.856905532,5.15569975,6.534615734,8.775342473
RAC3,6.495769283,6.079387468,6.252198572,6.523694594,6.395155808
RAC1,7.858049156,9.39727265,9.39727265,11.74537766,12.12569723
SBDS,9.466289072,9.105134579,9.267139821,9.182223661,9.547268931
RCL1,6.938427416,6.92164916,7.124269331,7.0484921,7.266395005
SBK2,6.141912077,5.854127442,6.225745051,5.967949247,5.901384375
LOC100289574,7.463917973,7.641510947,7.416684355,7.602934548,7.73174837
ABCA13,3.783371378,6.101396066,3.895347577,4.120956468,3.784270585
VCP,9.380963656,9.568145611,9.613700508,9.336142682,9.302407928
CPLX3,4.421848907,4.460039547,4.860884097,4.3932446,4.511150379
LILRB4,6.505942678,6.613383144,6.469017302,6.685267453,6.666268419
AP2A1,6.528668494,6.476230471,6.474361008,6.513102935,6.405419616
CPLX4,4.822584724,4.746653815,5.040226859,4.886673539,4.866941974
AP2A2,7.829379361,8.05994367,7.979698159,7.887200756,7.85972628
VCX,5.439112025,5.404009202,5.329956688,5.688649215,5.358488664
VCY,5.980809668,5.925957511,5.890329365,5.70737661,5.618984369
CADPS,4.300824593,4.150012977,4.186063307,4.061318936,4.064213098
CLC,6.192357761,11.55690593,11.33807152,11.13406965,10.92892502
PBX2,8.540331291,8.552434943,8.45503103,9.299524391,8.336295073
PBX3,8.63229291,8.473800365,8.613154545,8.410245444,8.774028725
PBX1,6.370401333,6.884257682,7.058134851,7.050497034,6.976010883
AIRE,7.034342732,6.88146421,6.915089698,6.950166024,6.956157851
NSUN3,7.710133179,8.045057601,7.98209126,7.861997622,7.190250037
NSUN2,7.014925557,6.985159445,7.359084685,7.514241392,7.203261602
NSUN5,7.591455956,7.819149009,7.628170791,7.308065907,7.278013689
NSUN4,7.370418851,7.800738198,7.523142312,7.290655078,7.553176898
NSUN7,7.766190633,7.424716534,6.897921854,7.168299112,6.905201355
NSUN6,8.180524698,8.188556983,7.936392975,7.82973784,8.07905126
TUBG1,7.645472133,7.584180978,7.464809328,7.479493465,7.487851601
PRAMEF7,5.047191181,5.248305113,4.964838968,5.228663191,5.232746897
FAM71F1,4.536536556,4.360040743,4.562041097,4.54636213,4.619113699
PRAMEF1,6.805643483,6.691530967,6.705250119,6.798240418,6.840468307
PRAMEF2,3.82130927,3.971189332,3.992192262,4.093824251,3.953223108
FAM71F2,5.130665686,5.220057098,5.279790454,5.23421518,5.263696191
TARS,9.143173083,8.825298501,9.047010629,8.700157462,8.829852497
TARP,9.347172958,11.15881616,11.70834424,11.28530717,10.54823019
PCDHGA2,5.231069485,5.142727922,5.302293928,5.207502461,5.33818168
TIMM44,7.274860145,7.096675144,7.057887725,7.074710918,7.080397739
TUFM,10.6235681,10.56487478,10.45029444,10.22774933,10.19493157
LOC729467,4.789659636,4.974101678,4.794697022,4.795467634,4.629971552
FAM108B1,6.983811583,6.838733929,7.241341134,6.899154024,7.079730342
MFSD10,8.383893147,8.292866533,8.169320106,8.193822365,8.316312942
RAD9B,3.869545786,4.059403429,4.081941497,4.00603761,3.895347577
RAD9A,7.159294502,7.050497034,7.242157829,7.258677848,7.265458296
ERGIC2,7.150315198,7.29496887,7.248543374,7.189052308,6.943636275
ERGIC3,9.203361289,8.865040979,8.666304779,8.853009713,8.95381674
CDR2L,5.966183994,5.976497809,5.865862521,5.964482225,5.881048519
ERGIC1,6.834795821,6.976816611,6.806553237,7.160957446,7.979188043
CEP78,4.991025082,5.304122554,5.221397524,5.156238968,5.085814561
CLEC14A,5.589115867,5.933565181,5.901193275,5.770325799,5.77713362
PSMA6,10.3592902,9.877215973,10.67494495,10.277422,10.20235276
CLU,6.67890444,7.028868996,6.824429623,7.153785941,7.242420555
B3GAT3,7.393223423,7.148994476,7.140557376,7.178290593,7.125477418
B3GAT2,4.649472411,5.286955317,5.205962369,4.866705457,4.954204946
B3GAT1,6.723474424,6.175935918,6.258767241,6.683845407,5.959882374
FAM66B,4.414879767,4.419481276,4.357314019,4.503060344,4.512401246
SRSF11,10.07816961,9.917618221,12.06820965,9.736303279,11.92304223
CPPED1,9.238383278,9.849773752,9.807422063,9.602449845,11.8898331
OR10A2,5.949134934,5.831278274,6.025221163,5.991110958,5.972209792
UXT,10.98914667,10.79946055,10.70879537,10.72460647,10.86695408
LOC100130071,7.098202483,7.082502975,6.831162797,7.210887236,7.181935048
CALM2,4.862439947,8.556643184,4.881629811,8.781819358,8.695768563
CALM3,8.376555513,8.363499536,8.234124177,8.571468204,8.561285436
TTC30B,3.977928321,4.237847563,4.427092407,4.145699258,3.815019294
CALM1,9.424007215,12.214332,11.74537766,11.83806515,11.98581892
GSDMA,5.571881401,5.776682945,5.638188091,5.859817048,6.041248936
GSDMB,8.900053607,8.943492537,8.936031694,8.627183523,8.771359502
GSDMC,4.996661575,5.409795285,5.542808444,5.315739914,5.505091697
GSDMD,7.55258253,7.567480147,7.4934951,7.569283579,7.543015752
HRH4,6.075278396,6.36431989,5.915302199,5.954229517,5.86747003
UPK1B,5.060802575,5.140564022,5.131629512,5.504178611,5.062047931
DLGAP2,4.179141647,4.296864661,4.03495784,4.065535487,4.073502831
DLGAP3,6.6348944,6.63779973,6.75551406,6.593004932,6.433931619
DLGAP1,4.569012645,4.733165257,4.710729804,4.689619442,4.778580126
SRPX2,4.461468735,4.624923991,4.597428914,4.326665088,4.477984668
DLGAP5,4.381738324,4.812314308,4.701191638,4.441384329,4.128535739
BRDT,4.299804759,3.781169718,4.205260348,3.975116586,3.807741621
TIPRL,7.922389095,7.868311245,7.967402849,7.840532544,7.640596948
MBNL2,5.323854131,4.950399171,5.153395982,4.863940512,4.859344916
MBNL3,7.421701828,7.860478249,6.5837392,8.192117179,7.608706534
PLK3,8.116890401,7.516044678,7.982512336,7.769741518,7.934137102
FBXL14,5.303870771,5.470860677,5.375190666,5.668118563,5.405783682
CDX2,5.66337963,5.539346629,5.489209719,5.589567116,5.657837399
OIP5,5.106155709,5.426205754,5.273903515,5.03562275,5.042173059
CLCN3,8.474824687,8.482013101,8.722776526,8.309919234,8.776809678
CLCN2,5.196030556,5.390707531,5.056006972,5.134986754,5.214265708
CLCN1,5.377668583,5.15015022,4.924095627,4.900920864,4.869217607
HRH1,4.656524848,4.744123199,4.83454597,4.919873666,4.677166187
CLCN7,7.579751912,7.516382095,7.327216834,7.720581755,7.599489266
CLCN6,5.818836584,5.917031609,6.075971676,6.147732904,6.126468678
CLCN5,5.739168568,6.279810129,5.488741132,5.777921689,5.824985132
CLCN4,6.207329378,5.908847919,6.159546701,7.120785003,6.699859304
HIST1H4H,6.236978686,5.89403779,6.32392353,5.927722718,5.825522567
FAM169A,6.390719595,6.065007074,6.367844464,6.126996689,6.528397179
BRD8,8.960979713,6.710230364,6.620122684,8.82860053,8.697427508
BRD9,7.568295819,7.305449663,7.386045439,7.375048037,7.292286615
GMFB,6.03342716,5.705122962,5.85363804,5.999042983,5.65883676
KIR3DS1,4.674041123,3.96911592,3.998509152,4.161976068,4.827743618
BRD7,8.398715904,8.376555513,8.085905457,8.465667537,8.251605965
BRD1,8.274318382,8.598601703,8.586054083,8.232513407,8.384385336
BRD2,8.834221135,8.451469029,8.567090523,8.363499536,8.412061114
BRD3,8.842461926,9.002175105,8.877432114,7.342980333,8.867585427
DNAJA2,9.07982987,9.0995877,9.378588195,9.028274946,9.229458431
SETD1A,8.300445592,8.336699384,8.503444691,8.397322696,8.320957967
DNAJA1,11.62037076,11.50334453,11.8557608,10.844721,11.5257914
NFKBIZ,11.19978524,11.95819283,11.18705427,10.86983585,10.84942779
LRRFIP2,7.680668717,7.360696894,7.472870992,7.315261353,7.34323935
DNAJA4,7.508677781,7.896392009,8.076854185,7.995162038,7.455858684
AKT1,7.344647346,7.249354967,7.349511087,7.233001677,7.102427923
PTPN13,4.225563939,3.849714696,4.024134847,3.758620896,3.751478877
PTPN12,9.256227267,9.372999037,12.03119335,9.250515385,9.269948253
PTPN11,4.665077254,4.99427547,5.16118073,4.428575218,4.635484853
LRFN1,7.48154285,7.504648923,7.153549945,7.546665319,7.528091933
MYCBP,8.444591765,8.405364534,8.552434943,8.565603447,8.409315279
PTPN14,4.530055603,4.34714312,4.632155293,4.405344449,4.687371496
GALR3,6.648850794,6.438581315,6.447429706,6.659043256,6.733470488
GALR2,5.501731447,5.465447455,5.470127257,5.323854131,5.522548682
MAGEL2,4.181329355,3.966359782,4.200031936,4.122740161,4.110652291
SETD1B,10.0393136,10.09059372,10.02993252,10.0050895,10.0050895
LYAR,9.162548026,8.509365274,8.859710129,8.462659645,8.465667537
C1orf158,5.262442807,5.226393811,5.094815688,5.199858792,5.289593879
FAM154B,3.895347577,3.739399381,3.976851402,3.773204199,4.124117585
C8orf30A,8.017102352,7.843321107,8.001452589,8.340257929,8.524686911
CH25H,4.374598991,4.374060815,4.545315024,4.299586853,4.337374302
C16orf74,6.502796488,6.242585416,6.54576376,6.701741303,6.581603487
MRPL24,8.980788029,8.760853235,8.626045888,8.59742288,8.698400253
MRPL27,7.561947604,7.661059792,7.675215779,7.711280676,7.475344181
CSF2RA,8.768812943,8.595533752,8.977044764,8.811424825,9.124748125
MRPL21,8.037288554,7.954799618,7.943711359,7.725392404,8.04387248
MRPL20,6.975164643,7.062570302,6.96325694,6.829013225,7.055389395
MRPL23,9.039967545,8.770179264,8.717475939,8.640674937,8.837052219
MRPL22,4.814122184,4.486706476,4.64537147,4.400512094,4.556873192
GAB4,6.291859788,6.20074562,6.357737086,6.106424168,6.259001921
LYRM4,6.005587284,6.111471772,6.004552154,5.808020516,6.027593526
GAB2,7.934833139,7.95215765,7.752858845,8.076854185,7.711967611
